date,flips,case,deaths
5/18/2020,1001,120,4
5/25/2020,1001,168,3
6/1/2020,1001,234,5
6/8/2020,1001,273,5
6/15/2020,1001,368,6
6/22/2020,1001,442,9
6/29/2020,1001,527,12
7/6/2020,1001,618,13
7/13/2020,1001,728,16
7/20/2020,1001,857,21
7/27/2020,1001,965,21
8/3/2020,1001,1066,21
5/18/2020,1003,260,8
5/25/2020,1003,274,9
6/1/2020,1003,306,9
6/8/2020,1003,335,9
6/15/2020,1003,383,9
6/22/2020,1003,437,9
6/29/2020,1003,643,10
7/6/2020,1003,911,10
7/13/2020,1003,1359,12
7/20/2020,1003,2013,15
7/27/2020,1003,2770,18
8/3/2020,1003,3265,24
5/18/2020,1005,85,1
5/25/2020,1005,113,1
6/1/2020,1005,173,1
6/8/2020,1005,198,1
6/15/2020,1005,238,1
6/22/2020,1005,277,1
6/29/2020,1005,322,1
7/6/2020,1005,356,2
7/13/2020,1005,413,2
7/20/2020,1005,503,4
7/27/2020,1005,569,4
8/3/2020,1005,612,5
5/18/2020,1007,50,1
5/25/2020,1007,59,1
6/1/2020,1007,79,1
6/8/2020,1007,82,1
6/15/2020,1007,111,1
6/22/2020,1007,129,1
6/29/2020,1007,165,1
7/6/2020,1007,197,1
7/13/2020,1007,231,1
7/20/2020,1007,279,2
7/27/2020,1007,334,2
8/3/2020,1007,382,3
5/18/2020,1009,47,1
5/25/2020,1009,49,1
6/1/2020,1009,65,1
6/8/2020,1009,75,1
6/15/2020,1009,116,1
6/22/2020,1009,153,1
6/29/2020,1009,199,1
7/6/2020,1009,247,1
7/13/2020,1009,350,1
7/20/2020,1009,507,1
7/27/2020,1009,669,1
8/3/2020,1009,830,3
5/18/2020,1011,40,1
5/25/2020,1011,133,3
6/1/2020,1011,210,6
6/8/2020,1011,240,9
6/15/2020,1011,307,9
6/22/2020,1011,328,10
6/29/2020,1011,365,10
7/6/2020,1011,374,11
7/13/2020,1011,383,11
7/20/2020,1011,400,11
7/27/2020,1011,416,12
8/3/2020,1011,446,12
5/18/2020,1013,285,10
5/25/2020,1013,359,12
6/1/2020,1013,416,18
6/8/2020,1013,457,24
6/15/2020,1013,544,25
6/22/2020,1013,578,26
6/29/2020,1013,605,27
7/6/2020,1013,636,28
7/13/2020,1013,660,29
7/20/2020,1013,689,33
7/27/2020,1013,730,36
8/3/2020,1013,767,36
5/18/2020,1015,133,3
5/25/2020,1015,146,3
6/1/2020,1015,172,3
6/8/2020,1015,186,3
6/15/2020,1015,204,3
6/22/2020,1015,215,4
6/29/2020,1015,269,5
7/6/2020,1015,384,5
7/13/2020,1015,566,5
7/20/2020,1015,832,6
7/27/2020,1015,1194,6
8/3/2020,1015,1612,9
5/18/2020,1017,329,22
5/25/2020,1017,337,24
6/1/2020,1017,370,25
6/8/2020,1017,395,26
6/15/2020,1017,475,26
6/22/2020,1017,528,27
6/29/2020,1017,585,27
7/6/2020,1017,655,27
7/13/2020,1017,702,30
7/20/2020,1017,767,33
7/27/2020,1017,825,38
8/3/2020,1017,875,38
5/18/2020,1019,28,0
5/25/2020,1019,33,2
6/1/2020,1019,39,3
6/8/2020,1019,43,4
6/15/2020,1019,53,5
6/22/2020,1019,58,6
6/29/2020,1019,73,7
7/6/2020,1019,105,7
7/13/2020,1019,136,7
7/20/2020,1019,179,7
7/27/2020,1019,220,8
8/3/2020,1019,263,8
5/18/2020,1021,79,1
5/25/2020,1021,87,1
6/1/2020,1021,107,1
6/8/2020,1021,116,2
6/15/2020,1021,141,2
6/22/2020,1021,170,3
6/29/2020,1021,211,3
7/6/2020,1021,259,3
7/13/2020,1021,355,3
7/20/2020,1021,489,4
7/27/2020,1021,629,6
8/3/2020,1021,750,7
5/18/2020,1023,85,3
5/25/2020,1023,144,4
6/1/2020,1023,154,10
6/8/2020,1023,157,10
6/15/2020,1023,176,11
6/22/2020,1023,186,12
6/29/2020,1023,192,12
7/6/2020,1023,196,12
7/13/2020,1023,221,12
7/20/2020,1023,240,12
7/27/2020,1023,266,12
8/3/2020,1023,279,12
5/18/2020,1025,75,2
5/25/2020,1025,109,2
6/1/2020,1025,147,2
6/8/2020,1025,159,3
6/15/2020,1025,192,3
6/22/2020,1025,218,5
6/29/2020,1025,262,5
7/6/2020,1025,278,6
7/13/2020,1025,324,6
7/20/2020,1025,391,7
7/27/2020,1025,453,9
8/3/2020,1025,509,9
5/18/2020,1027,27,2
5/25/2020,1027,27,2
6/1/2020,1027,28,2
6/8/2020,1027,29,2
6/15/2020,1027,30,2
6/22/2020,1027,33,2
6/29/2020,1027,48,2
7/6/2020,1027,69,2
7/13/2020,1027,89,2
7/20/2020,1027,125,2
7/27/2020,1027,178,4
8/3/2020,1027,220,5
5/18/2020,1029,13,1
5/25/2020,1029,13,1
6/1/2020,1029,15,1
6/8/2020,1029,19,1
6/15/2020,1029,22,1
6/22/2020,1029,22,1
6/29/2020,1029,30,1
7/6/2020,1029,38,1
7/13/2020,1029,48,1
7/20/2020,1029,80,1
7/27/2020,1029,101,1
8/3/2020,1029,122,1
5/18/2020,1031,171,1
5/25/2020,1031,206,1
6/1/2020,1031,241,1
6/8/2020,1031,251,1
6/15/2020,1031,294,1
6/22/2020,1031,317,1
6/29/2020,1031,351,1
7/6/2020,1031,386,2
7/13/2020,1031,442,4
7/20/2020,1031,557,4
7/27/2020,1031,665,5
8/3/2020,1031,736,5
5/18/2020,1033,93,2
5/25/2020,1033,142,2
6/1/2020,1033,189,2
6/8/2020,1033,217,4
6/15/2020,1033,272,5
6/22/2020,1033,305,5
6/29/2020,1033,367,5
7/6/2020,1033,417,6
7/13/2020,1033,538,6
7/20/2020,1033,767,9
7/27/2020,1033,936,11
8/3/2020,1033,1111,12
5/18/2020,1035,19,0
5/25/2020,1035,28,1
6/1/2020,1035,41,1
6/8/2020,1035,54,1
6/15/2020,1035,102,1
6/22/2020,1035,143,1
6/29/2020,1035,178,4
7/6/2020,1035,212,7
7/13/2020,1035,241,8
7/20/2020,1035,294,9
7/27/2020,1035,348,9
8/3/2020,1035,387,10
5/18/2020,1037,34,1
5/25/2020,1037,34,1
6/1/2020,1037,40,1
6/8/2020,1037,40,1
6/15/2020,1037,46,1
6/22/2020,1037,50,1
6/29/2020,1037,55,1
7/6/2020,1037,59,1
7/13/2020,1037,67,1
7/20/2020,1037,75,1
7/27/2020,1037,90,2
8/3/2020,1037,100,2
5/18/2020,1039,58,1
5/25/2020,1039,67,1
6/1/2020,1039,86,1
6/8/2020,1039,93,1
6/15/2020,1039,176,1
6/22/2020,1039,229,2
6/29/2020,1039,309,5
7/6/2020,1039,378,8
7/13/2020,1039,465,13
7/20/2020,1039,592,17
7/27/2020,1039,720,20
8/3/2020,1039,823,21
5/18/2020,1041,53,1
5/25/2020,1041,60,2
6/1/2020,1041,78,3
6/8/2020,1041,91,3
6/15/2020,1041,115,3
6/22/2020,1041,119,3
6/29/2020,1041,126,3
7/6/2020,1041,129,3
7/13/2020,1041,138,3
7/20/2020,1041,176,3
7/27/2020,1041,237,4
8/3/2020,1041,301,4
5/18/2020,1043,69,0
5/25/2020,1043,78,0
6/1/2020,1043,150,1
6/8/2020,1043,204,1
6/15/2020,1043,281,1
6/22/2020,1043,313,1
6/29/2020,1043,402,3
7/6/2020,1043,467,4
7/13/2020,1043,678,6
7/20/2020,1043,841,7
7/27/2020,1043,1015,9
8/3/2020,1043,1207,11
5/18/2020,1045,61,0
5/25/2020,1045,85,0
6/1/2020,1045,124,0
6/8/2020,1045,137,0
6/15/2020,1045,181,0
6/22/2020,1045,205,0
6/29/2020,1045,238,0
7/6/2020,1045,302,0
7/13/2020,1045,409,1
7/20/2020,1045,541,4
7/27/2020,1045,717,17
8/3/2020,1045,803,20
5/18/2020,1047,151,3
5/25/2020,1047,206,3
6/1/2020,1047,279,3
6/8/2020,1047,341,4
6/15/2020,1047,507,6
6/22/2020,1047,646,6
6/29/2020,1047,787,8
7/6/2020,1047,898,9
7/13/2020,1047,1038,9
7/20/2020,1047,1177,13
7/27/2020,1047,1271,21
8/3/2020,1047,1366,23
5/18/2020,1049,196,2
5/25/2020,1049,226,3
6/1/2020,1049,253,3
6/8/2020,1049,276,3
6/15/2020,1049,326,5
6/22/2020,1049,418,5
6/29/2020,1049,569,5
7/6/2020,1049,746,5
7/13/2020,1049,1011,7
7/20/2020,1049,1338,7
7/27/2020,1049,1522,10
8/3/2020,1049,1740,14
5/18/2020,1051,197,6
5/25/2020,1051,270,7
6/1/2020,1051,373,8
6/8/2020,1051,438,10
6/15/2020,1051,560,9
6/22/2020,1051,690,11
6/29/2020,1051,811,14
7/6/2020,1051,955,14
7/13/2020,1051,1099,22
7/20/2020,1051,1305,27
7/27/2020,1051,1517,34
8/3/2020,1051,1665,37
5/18/2020,1053,39,3
5/25/2020,1053,43,3
6/1/2020,1053,72,3
6/8/2020,1053,88,3
6/15/2020,1053,107,3
6/22/2020,1053,158,6
6/29/2020,1053,248,6
7/6/2020,1053,396,6
7/13/2020,1053,519,8
7/20/2020,1053,665,12
7/27/2020,1053,893,15
8/3/2020,1053,1053,15
5/18/2020,1055,206,10
5/25/2020,1055,238,11
6/1/2020,1055,264,12
6/8/2020,1055,280,12
6/15/2020,1055,335,12
6/22/2020,1055,422,12
6/29/2020,1055,605,13
7/6/2020,1055,760,13
7/13/2020,1055,1085,14
7/20/2020,1055,1382,15
7/27/2020,1055,1729,17
8/3/2020,1055,1989,26
5/18/2020,1057,9,0
5/25/2020,1057,11,0
6/1/2020,1057,18,0
6/8/2020,1057,21,0
6/15/2020,1057,48,0
6/22/2020,1057,61,1
6/29/2020,1057,69,1
7/6/2020,1057,74,1
7/13/2020,1057,93,1
7/20/2020,1057,125,5
7/27/2020,1057,151,5
8/3/2020,1057,182,5
5/18/2020,1059,344,4
5/25/2020,1059,467,6
6/1/2020,1059,565,8
6/8/2020,1059,628,10
6/15/2020,1059,734,10
6/22/2020,1059,783,10
6/29/2020,1059,835,11
7/6/2020,1059,903,14
7/13/2020,1059,955,16
7/20/2020,1059,1032,16
7/27/2020,1059,1110,20
8/3/2020,1059,1213,20
5/18/2020,1061,22,0
5/25/2020,1061,35,0
6/1/2020,1061,43,0
6/8/2020,1061,46,0
6/15/2020,1061,46,0
6/22/2020,1061,51,0
6/29/2020,1061,59,0
7/6/2020,1061,83,0
7/13/2020,1061,101,0
7/20/2020,1061,148,1
7/27/2020,1061,198,1
8/3/2020,1061,246,1
5/18/2020,1063,87,4
5/25/2020,1063,91,4
6/1/2020,1063,95,4
6/8/2020,1063,99,5
6/15/2020,1063,132,5
6/22/2020,1063,154,5
6/29/2020,1063,164,7
7/6/2020,1063,186,8
7/13/2020,1063,200,9
7/20/2020,1063,220,9
7/27/2020,1063,237,11
8/3/2020,1063,245,11
5/18/2020,1065,91,2
5/25/2020,1065,132,4
6/1/2020,1065,179,9
6/8/2020,1065,211,11
6/15/2020,1065,240,15
6/22/2020,1065,267,18
6/29/2020,1065,286,20
7/6/2020,1065,319,21
7/13/2020,1065,368,23
7/20/2020,1065,406,23
7/27/2020,1065,436,23
8/3/2020,1065,468,26
5/18/2020,1067,40,1
5/25/2020,1067,64,2
6/1/2020,1067,80,2
6/8/2020,1067,89,2
6/15/2020,1067,108,2
6/22/2020,1067,119,3
6/29/2020,1067,129,4
7/6/2020,1067,137,4
7/13/2020,1067,158,4
7/20/2020,1067,197,4
7/27/2020,1067,234,4
8/3/2020,1067,257,4
5/18/2020,1069,137,4
5/25/2020,1069,172,4
6/1/2020,1069,231,4
6/8/2020,1069,256,5
6/15/2020,1069,325,5
6/22/2020,1069,360,5
6/29/2020,1069,435,6
7/6/2020,1069,522,6
7/13/2020,1069,656,9
7/20/2020,1069,908,10
7/27/2020,1069,1168,14
8/3/2020,1069,1366,14
5/18/2020,1071,64,2
5/25/2020,1071,71,2
6/1/2020,1071,84,2
6/8/2020,1071,97,3
6/15/2020,1071,125,3
6/22/2020,1071,155,3
6/29/2020,1071,208,3
7/6/2020,1071,288,3
7/13/2020,1071,447,3
7/20/2020,1071,582,4
7/27/2020,1071,665,5
8/3/2020,1071,842,5
5/18/2020,1073,1355,74
5/25/2020,1073,1630,91
6/1/2020,1073,1886,104
6/8/2020,1073,2109,110
6/15/2020,1073,2571,118
6/22/2020,1073,3069,126
6/29/2020,1073,4099,136
7/6/2020,1073,5461,154
7/13/2020,1073,7091,172
7/20/2020,1073,9003,187
7/27/2020,1073,10567,205
8/3/2020,1073,12076,227
5/18/2020,1075,15,0
5/25/2020,1075,20,0
6/1/2020,1075,26,0
6/8/2020,1075,30,0
6/15/2020,1075,46,0
6/22/2020,1075,56,0
6/29/2020,1075,71,1
7/6/2020,1075,79,1
7/13/2020,1075,90,1
7/20/2020,1075,135,1
7/27/2020,1075,171,1
8/3/2020,1075,204,2
5/18/2020,1077,115,2
5/25/2020,1077,135,2
6/1/2020,1077,167,2
6/8/2020,1077,189,3
6/15/2020,1077,251,3
6/22/2020,1077,299,4
6/29/2020,1077,394,4
7/6/2020,1077,498,6
7/13/2020,1077,603,6
7/20/2020,1077,776,8
7/27/2020,1077,922,9
8/3/2020,1077,1079,12
5/18/2020,1079,33,0
5/25/2020,1079,43,0
6/1/2020,1079,51,0
6/8/2020,1079,56,0
6/15/2020,1079,66,0
6/22/2020,1079,79,0
6/29/2020,1079,100,0
7/6/2020,1079,113,0
7/13/2020,1079,149,0
7/20/2020,1079,188,0
7/27/2020,1079,258,0
8/3/2020,1079,316,0
5/18/2020,1081,452,31
5/25/2020,1081,510,32
6/1/2020,1081,565,33
6/8/2020,1081,610,34
6/15/2020,1081,726,35
6/22/2020,1081,881,35
6/29/2020,1081,1157,37
7/6/2020,1081,1435,38
7/13/2020,1081,1695,38
7/20/2020,1081,2117,39
7/27/2020,1081,2412,43
8/3/2020,1081,2651,44
5/18/2020,1083,65,0
5/25/2020,1083,77,0
6/1/2020,1083,110,0
6/8/2020,1083,137,0
6/15/2020,1083,228,0
6/22/2020,1083,275,0
6/29/2020,1083,398,0
7/6/2020,1083,506,0
7/13/2020,1083,671,4
7/20/2020,1083,889,6
7/27/2020,1083,1048,11
8/3/2020,1083,1218,14
5/18/2020,1085,133,9
5/25/2020,1085,193,10
6/1/2020,1085,254,12
6/8/2020,1085,294,14
6/15/2020,1085,397,15
6/22/2020,1085,425,15
6/29/2020,1085,461,19
7/6/2020,1085,474,21
7/13/2020,1085,497,24
7/20/2020,1085,522,25
7/27/2020,1085,548,26
8/3/2020,1085,564,26
5/18/2020,1087,55,2
5/25/2020,1087,62,2
6/1/2020,1087,86,4
6/8/2020,1087,101,5
6/15/2020,1087,127,6
6/22/2020,1087,150,6
6/29/2020,1087,167,8
7/6/2020,1087,203,9
7/13/2020,1087,228,9
7/20/2020,1087,267,10
7/27/2020,1087,298,12
8/3/2020,1087,319,13
5/18/2020,1089,278,4
5/25/2020,1089,302,4
6/1/2020,1089,363,4
6/8/2020,1089,407,5
6/15/2020,1089,587,5
6/22/2020,1089,733,6
6/29/2020,1089,1021,7
7/6/2020,1089,1516,8
7/13/2020,1089,2573,10
7/20/2020,1089,3633,15
7/27/2020,1089,4403,25
8/3/2020,1089,5116,30
5/18/2020,1091,104,6
5/25/2020,1091,141,6
6/1/2020,1091,172,6
6/8/2020,1091,188,6
6/15/2020,1091,222,9
6/22/2020,1091,238,11
6/29/2020,1091,274,11
7/6/2020,1091,314,11
7/13/2020,1091,363,11
7/20/2020,1091,430,11
7/27/2020,1091,488,13
8/3/2020,1091,527,14
5/18/2020,1093,103,9
5/25/2020,1093,114,10
6/1/2020,1093,126,11
6/8/2020,1093,130,11
6/15/2020,1093,146,12
6/22/2020,1093,173,12
6/29/2020,1093,202,12
7/6/2020,1093,237,13
7/13/2020,1093,313,14
7/20/2020,1093,441,16
7/27/2020,1093,504,24
8/3/2020,1093,573,24
5/18/2020,1095,632,9
5/25/2020,1095,650,9
6/1/2020,1095,704,9
6/8/2020,1095,748,9
6/15/2020,1095,901,9
6/22/2020,1095,1104,9
6/29/2020,1095,1463,9
7/6/2020,1095,1732,10
7/13/2020,1095,2065,12
7/20/2020,1095,2429,19
7/27/2020,1095,2751,26
8/3/2020,1095,3019,31
5/18/2020,1097,1735,101
5/25/2020,1097,2033,111
6/1/2020,1097,2280,118
6/8/2020,1097,2478,124
6/15/2020,1097,2742,129
6/22/2020,1097,3036,133
6/29/2020,1097,3562,137
7/6/2020,1097,4153,138
7/13/2020,1097,5086,145
7/20/2020,1097,6178,166
7/27/2020,1097,7394,181
8/3/2020,1097,9144,197
5/18/2020,1099,20,2
5/25/2020,1099,33,2
6/1/2020,1099,43,2
6/8/2020,1099,62,2
6/15/2020,1099,136,2
6/22/2020,1099,163,2
6/29/2020,1099,190,2
7/6/2020,1099,240,2
7/13/2020,1099,275,4
7/20/2020,1099,340,4
7/27/2020,1099,402,4
8/3/2020,1099,442,5
5/18/2020,1101,863,20
5/25/2020,1101,1274,33
6/1/2020,1101,1778,44
6/8/2020,1101,2158,55
6/15/2020,1101,2910,69
6/22/2020,1101,3297,81
6/29/2020,1101,3777,96
7/6/2020,1101,4205,105
7/13/2020,1101,4649,114
7/20/2020,1101,5241,127
7/27/2020,1101,5850,141
8/3/2020,1101,6347,146
5/18/2020,1103,116,1
5/25/2020,1103,176,1
6/1/2020,1103,292,1
6/8/2020,1103,401,1
6/15/2020,1103,644,2
6/22/2020,1103,766,2
6/29/2020,1103,948,3
7/6/2020,1103,1134,5
7/13/2020,1103,1413,5
7/20/2020,1103,1744,10
7/27/2020,1103,1997,14
8/3/2020,1103,2257,17
5/18/2020,1105,21,0
5/25/2020,1105,35,0
6/1/2020,1105,42,0
6/8/2020,1105,50,0
6/15/2020,1105,75,0
6/22/2020,1105,88,0
6/29/2020,1105,132,0
7/6/2020,1105,179,1
7/13/2020,1105,257,2
7/20/2020,1105,343,3
7/27/2020,1105,408,3
8/3/2020,1105,452,4
5/18/2020,1107,82,3
5/25/2020,1107,93,4
6/1/2020,1107,118,4
6/8/2020,1107,125,6
6/15/2020,1107,142,6
6/22/2020,1107,170,6
6/29/2020,1107,199,6
7/6/2020,1107,237,6
7/13/2020,1107,281,6
7/20/2020,1107,311,7
7/27/2020,1107,342,9
8/3/2020,1107,374,10
5/18/2020,1109,107,0
5/25/2020,1109,145,0
6/1/2020,1109,207,0
6/8/2020,1109,252,1
6/15/2020,1109,336,2
6/22/2020,1109,361,3
6/29/2020,1109,401,5
7/6/2020,1109,444,5
7/13/2020,1109,486,5
7/20/2020,1109,554,6
7/27/2020,1109,613,7
8/3/2020,1109,676,8
5/18/2020,1111,120,7
5/25/2020,1111,124,7
6/1/2020,1111,130,7
6/8/2020,1111,135,8
6/15/2020,1111,143,8
6/22/2020,1111,144,8
6/29/2020,1111,165,9
7/6/2020,1111,211,9
7/13/2020,1111,279,9
7/20/2020,1111,337,11
7/27/2020,1111,377,11
8/3/2020,1111,399,11
5/18/2020,1113,105,0
5/25/2020,1113,137,0
6/1/2020,1113,176,0
6/8/2020,1113,214,0
6/15/2020,1113,301,0
6/22/2020,1113,370,0
6/29/2020,1113,457,0
7/6/2020,1113,570,0
7/13/2020,1113,722,0
7/20/2020,1113,952,0
7/27/2020,1113,1105,1
8/3/2020,1113,1260,1
5/18/2020,1115,91,1
5/25/2020,1115,104,1
6/1/2020,1115,135,1
6/8/2020,1115,149,2
6/15/2020,1115,181,2
6/22/2020,1115,212,2
6/29/2020,1115,285,2
7/6/2020,1115,412,2
7/13/2020,1115,614,3
7/20/2020,1115,865,4
7/27/2020,1115,1078,9
8/3/2020,1115,1305,12
5/18/2020,1117,404,19
5/25/2020,1117,447,19
6/1/2020,1117,541,20
6/8/2020,1117,573,19
6/15/2020,1117,674,20
6/22/2020,1117,798,22
6/29/2020,1117,1039,23
7/6/2020,1117,1353,23
7/13/2020,1117,1803,25
7/20/2020,1117,2356,28
7/27/2020,1117,2810,30
8/3/2020,1117,3214,33
5/18/2020,1119,136,4
5/25/2020,1119,193,6
6/1/2020,1119,225,7
6/8/2020,1119,248,9
6/15/2020,1119,264,11
6/22/2020,1119,269,12
6/29/2020,1119,275,12
7/6/2020,1119,286,12
7/13/2020,1119,298,13
7/20/2020,1119,324,13
7/27/2020,1119,352,15
8/3/2020,1119,366,18
5/18/2020,1121,81,2
5/25/2020,1121,91,2
6/1/2020,1121,122,5
6/8/2020,1121,139,5
6/15/2020,1121,170,5
6/22/2020,1121,192,6
6/29/2020,1121,253,6
7/6/2020,1121,325,8
7/13/2020,1121,448,8
7/20/2020,1121,658,9
7/27/2020,1121,855,10
8/3/2020,1121,1075,14
5/18/2020,1123,366,57
5/25/2020,1123,400,63
6/1/2020,1123,432,65
6/8/2020,1123,451,67
6/15/2020,1123,480,67
6/22/2020,1123,520,70
6/29/2020,1123,563,70
7/6/2020,1123,612,70
7/13/2020,1123,643,70
7/20/2020,1123,730,73
7/27/2020,1123,809,79
8/3/2020,1123,865,79
5/18/2020,1125,368,8
5/25/2020,1125,558,12
6/1/2020,1125,808,16
6/8/2020,1125,948,23
6/15/2020,1125,1356,25
6/22/2020,1125,1619,31
6/29/2020,1125,1946,38
7/6/2020,1125,2342,44
7/13/2020,1125,2765,55
7/20/2020,1125,3240,57
7/27/2020,1125,3686,60
8/3/2020,1125,4048,65
5/18/2020,1127,139,0
5/25/2020,1127,239,1
6/1/2020,1127,380,2
6/8/2020,1127,470,5
6/15/2020,1127,588,6
6/22/2020,1127,705,8
6/29/2020,1127,840,15
7/6/2020,1127,991,24
7/13/2020,1127,1129,32
7/20/2020,1127,1274,51
7/27/2020,1127,1419,58
8/3/2020,1127,1500,66
5/18/2020,1129,61,5
5/25/2020,1129,65,5
6/1/2020,1129,73,6
6/8/2020,1129,81,6
6/15/2020,1129,89,6
6/22/2020,1129,97,6
6/29/2020,1129,101,6
7/6/2020,1129,114,7
7/13/2020,1129,155,9
7/20/2020,1129,223,9
7/27/2020,1129,281,10
8/3/2020,1129,315,11
5/18/2020,1131,95,5
5/25/2020,1131,118,7
6/1/2020,1131,151,7
6/8/2020,1131,175,7
6/15/2020,1131,225,8
6/22/2020,1131,248,8
6/29/2020,1131,280,8
7/6/2020,1131,296,8
7/13/2020,1131,318,8
7/20/2020,1131,356,9
7/27/2020,1131,394,9
8/3/2020,1131,420,9
5/18/2020,1133,39,1
5/25/2020,1133,67,0
6/1/2020,1133,91,0
6/8/2020,1133,96,0
6/15/2020,1133,128,1
6/22/2020,1133,178,1
6/29/2020,1133,228,3
7/6/2020,1133,266,3
7/13/2020,1133,313,5
7/20/2020,1133,356,8
7/27/2020,1133,395,10
8/3/2020,1133,442,11
6/15/2020,2013,2,0
6/22/2020,2013,2,0
6/29/2020,2013,2,0
7/6/2020,2013,2,0
7/13/2020,2013,2,0
7/20/2020,2013,2,0
7/27/2020,2013,3,0
8/3/2020,2013,3,0
6/8/2020,2016,3,0
6/15/2020,2016,4,0
6/22/2020,2016,4,0
6/29/2020,2016,4,0
7/6/2020,2016,5,0
7/13/2020,2016,6,0
7/20/2020,2016,84,0
7/27/2020,2016,88,0
8/3/2020,2016,89,0
5/18/2020,2020,206,4
5/25/2020,2020,207,4
6/1/2020,2020,235,4
6/8/2020,2020,300,4
6/15/2020,2020,346,6
6/22/2020,2020,389,6
6/29/2020,2020,463,6
7/6/2020,2020,618,8
7/13/2020,2020,812,8
7/20/2020,2020,1064,9
7/27/2020,2020,1513,9
8/3/2020,2020,2042,13
5/18/2020,2050,2,0
5/25/2020,2050,2,0
6/1/2020,2050,3,0
6/8/2020,2050,3,0
6/15/2020,2050,5,0
6/22/2020,2050,7,0
6/29/2020,2050,11,0
7/6/2020,2050,13,0
7/13/2020,2050,18,0
7/20/2020,2050,18,0
7/27/2020,2050,20,0
8/3/2020,2050,24,0
6/1/2020,2060,1,0
6/8/2020,2060,2,0
6/15/2020,2060,2,0
6/22/2020,2060,5,0
6/29/2020,2060,21,0
7/6/2020,2060,41,0
7/13/2020,2060,53,0
7/20/2020,2060,62,0
7/27/2020,2060,63,0
8/3/2020,2060,66,0
6/29/2020,2068,1,0
7/6/2020,2068,1,0
7/13/2020,2068,1,0
7/20/2020,2068,3,0
7/27/2020,2068,4,0
8/3/2020,2068,4,0
6/1/2020,2070,1,0
6/8/2020,2070,1,0
6/15/2020,2070,1,0
6/22/2020,2070,1,0
6/29/2020,2070,17,0
7/6/2020,2070,21,0
7/13/2020,2070,21,0
7/20/2020,2070,21,0
7/27/2020,2070,21,0
8/3/2020,2070,22,0
5/18/2020,2090,85,2
5/25/2020,2090,85,2
6/1/2020,2090,85,2
6/8/2020,2090,86,2
6/15/2020,2090,98,2
6/22/2020,2090,122,2
6/29/2020,2090,150,2
7/6/2020,2090,189,2
7/13/2020,2090,277,2
7/20/2020,2090,347,2
7/27/2020,2090,406,4
8/3/2020,2090,447,5
6/15/2020,2100,1,0
6/22/2020,2100,5,0
6/29/2020,2100,5,0
7/6/2020,2100,6,0
7/13/2020,2100,6,0
7/20/2020,2100,7,0
7/27/2020,2100,8,0
8/3/2020,2100,8,0
5/18/2020,2110,30,0
5/25/2020,2110,31,0
6/1/2020,2110,33,0
6/8/2020,2110,35,0
6/15/2020,2110,40,0
6/22/2020,2110,42,0
6/29/2020,2110,48,2
7/6/2020,2110,51,2
7/13/2020,2110,57,2
7/20/2020,2110,95,2
7/27/2020,2110,117,2
8/3/2020,2110,150,1
5/18/2020,2122,25,1
5/25/2020,2122,28,1
6/1/2020,2122,52,1
6/8/2020,2122,88,1
6/15/2020,2122,116,1
6/22/2020,2122,127,1
6/29/2020,2122,151,1
7/6/2020,2122,183,1
7/13/2020,2122,225,1
7/20/2020,2122,271,1
7/27/2020,2122,371,1
8/3/2020,2122,454,1
5/18/2020,2130,16,0
5/25/2020,2130,16,0
6/1/2020,2130,16,0
6/8/2020,2130,16,0
6/15/2020,2130,22,0
6/22/2020,2130,25,0
6/29/2020,2130,29,0
7/6/2020,2130,30,0
7/13/2020,2130,32,0
7/20/2020,2130,36,0
7/27/2020,2130,46,0
8/3/2020,2130,49,0
5/18/2020,2150,1,0
5/25/2020,2150,1,0
6/1/2020,2150,1,0
6/8/2020,2150,2,0
6/15/2020,2150,4,0
6/22/2020,2150,5,0
6/29/2020,2150,7,0
7/6/2020,2150,9,0
7/13/2020,2150,12,0
7/20/2020,2150,13,0
7/27/2020,2150,14,0
8/3/2020,2150,26,0
7/6/2020,2158,1,0
7/13/2020,2158,2,0
7/20/2020,2158,3,0
7/27/2020,2158,4,0
8/3/2020,2158,5,0
6/8/2020,2164,1,0
6/15/2020,2164,2,0
6/22/2020,2164,2,0
6/29/2020,2164,3,0
7/6/2020,2164,3,0
7/13/2020,2164,3,0
7/20/2020,2164,5,0
7/27/2020,2164,5,0
8/3/2020,2164,5,0
5/18/2020,2170,22,1
5/25/2020,2170,24,1
6/1/2020,2170,29,1
6/8/2020,2170,37,1
6/15/2020,2170,46,1
6/22/2020,2170,58,1
6/29/2020,2170,81,1
7/6/2020,2170,119,1
7/13/2020,2170,154,2
7/20/2020,2170,193,2
7/27/2020,2170,240,2
8/3/2020,2170,319,2
5/18/2020,2180,1,0
5/25/2020,2180,3,0
6/1/2020,2180,3,0
6/8/2020,2180,3,0
6/15/2020,2180,5,0
6/22/2020,2180,6,0
6/29/2020,2180,9,0
7/6/2020,2180,11,0
7/13/2020,2180,18,0
7/20/2020,2180,19,0
7/27/2020,2180,20,0
8/3/2020,2180,20,0
6/1/2020,2185,1,0
6/8/2020,2185,1,0
6/15/2020,2185,1,0
6/22/2020,2185,4,0
6/29/2020,2185,4,0
7/6/2020,2185,4,0
7/13/2020,2185,6,0
7/20/2020,2185,7,0
7/27/2020,2185,12,0
8/3/2020,2185,17,0
5/25/2020,2188,2,0
6/1/2020,2188,2,0
6/8/2020,2188,2,0
