date,flips,case,deaths
6/22/2020,18007,43,0
6/29/2020,18007,46,0
7/6/2020,18007,48,0
7/13/2020,18007,51,0
7/20/2020,18007,53,0
7/27/2020,18007,56,0
8/3/2020,18007,60,0
5/18/2020,18009,15,1
5/25/2020,18009,21,1
6/1/2020,18009,27,2
6/8/2020,18009,30,2
6/15/2020,18009,30,2
6/22/2020,18009,35,2
6/29/2020,18009,38,2
7/6/2020,18009,41,2
7/13/2020,18009,44,2
7/20/2020,18009,50,2
7/27/2020,18009,53,2
8/3/2020,18009,58,2
5/18/2020,18011,278,36
5/25/2020,18011,301,38
6/1/2020,18011,332,38
6/8/2020,18011,349,39
6/15/2020,18011,404,41
6/22/2020,18011,411,43
6/29/2020,18011,434,44
7/6/2020,18011,463,46
7/13/2020,18011,510,47
7/20/2020,18011,552,48
7/27/2020,18011,602,48
8/3/2020,18011,654,49
5/18/2020,18013,32,1
5/25/2020,18013,33,1
6/1/2020,18013,33,1
6/8/2020,18013,34,1
6/15/2020,18013,36,1
6/22/2020,18013,37,1
6/29/2020,18013,38,1
7/6/2020,18013,39,1
7/13/2020,18013,44,1
7/20/2020,18013,54,1
7/27/2020,18013,64,1
8/3/2020,18013,70,1
5/18/2020,18015,79,2
5/25/2020,18015,92,2
6/1/2020,18015,93,2
6/8/2020,18015,96,2
6/15/2020,18015,101,2
6/22/2020,18015,103,2
6/29/2020,18015,107,2
7/6/2020,18015,110,2
7/13/2020,18015,114,2
7/20/2020,18015,120,2
7/27/2020,18015,122,2
8/3/2020,18015,145,2
5/18/2020,18017,1554,6
5/25/2020,18017,1584,7
6/1/2020,18017,1589,8
6/8/2020,18017,1596,10
6/15/2020,18017,1609,10
6/22/2020,18017,1628,10
6/29/2020,18017,1639,10
7/6/2020,18017,1641,10
7/13/2020,18017,1651,10
7/20/2020,18017,1674,10
7/27/2020,18017,1722,10
8/3/2020,18017,1754,10
5/18/2020,18019,430,36
5/25/2020,18019,465,45
6/1/2020,18019,512,48
6/8/2020,18019,557,49
6/15/2020,18019,576,49
6/22/2020,18019,602,50
6/29/2020,18019,624,51
7/6/2020,18019,667,51
7/13/2020,18019,734,51
7/20/2020,18019,797,51
7/27/2020,18019,939,52
8/3/2020,18019,1096,52
5/18/2020,18021,31,1
5/25/2020,18021,39,1
6/1/2020,18021,51,1
6/8/2020,18021,53,3
6/15/2020,18021,56,3
6/22/2020,18021,56,3
6/29/2020,18021,59,4
7/6/2020,18021,60,4
7/13/2020,18021,64,5
7/20/2020,18021,73,5
7/27/2020,18021,83,5
8/3/2020,18021,97,5
5/18/2020,18023,143,2
5/25/2020,18023,216,2
6/1/2020,18023,234,2
6/8/2020,18023,253,2
6/15/2020,18023,263,2
6/22/2020,18023,274,2
6/29/2020,18023,279,2
7/6/2020,18023,290,3
7/13/2020,18023,291,4
7/20/2020,18023,311,4
7/27/2020,18023,327,4
8/3/2020,18023,358,4
5/18/2020,18025,23,1
5/25/2020,18025,24,1
6/1/2020,18025,25,1
6/8/2020,18025,28,1
6/15/2020,18025,28,1
6/22/2020,18025,28,1
6/29/2020,18025,29,1
7/6/2020,18025,33,1
7/13/2020,18025,34,1
7/20/2020,18025,38,1
7/27/2020,18025,41,1
8/3/2020,18025,43,1
5/18/2020,18027,73,17
5/25/2020,18027,84,18
6/1/2020,18027,94,18
6/8/2020,18027,112,18
6/15/2020,18027,125,18
6/22/2020,18027,134,18
6/29/2020,18027,137,18
7/6/2020,18027,145,19
7/13/2020,18027,153,19
7/20/2020,18027,175,19
7/27/2020,18027,206,21
8/3/2020,18027,248,21
5/18/2020,18029,158,19
5/25/2020,18029,162,21
6/1/2020,18029,169,22
6/8/2020,18029,176,23
6/15/2020,18029,180,23
6/22/2020,18029,190,23
6/29/2020,18029,200,23
7/6/2020,18029,239,24
7/13/2020,18029,273,24
7/20/2020,18029,336,26
7/27/2020,18029,406,28
8/3/2020,18029,467,29
5/18/2020,18031,229,34
5/25/2020,18031,234,34
6/1/2020,18031,237,34
6/8/2020,18031,248,35
6/15/2020,18031,252,35
6/22/2020,18031,254,35
6/29/2020,18031,257,35
7/6/2020,18031,267,35
7/13/2020,18031,274,35
7/20/2020,18031,286,35
7/27/2020,18031,299,35
8/3/2020,18031,336,35
5/18/2020,18033,26,2
5/25/2020,18033,30,2
6/1/2020,18033,38,2
6/8/2020,18033,70,2
6/15/2020,18033,122,4
6/22/2020,18033,140,5
6/29/2020,18033,157,5
7/6/2020,18033,163,5
7/13/2020,18033,170,5
7/20/2020,18033,177,5
7/27/2020,18033,199,5
8/3/2020,18033,223,5
5/18/2020,18035,296,23
5/25/2020,18035,354,34
6/1/2020,18035,386,40
6/8/2020,18035,401,42
6/15/2020,18035,404,45
6/22/2020,18035,409,48
6/29/2020,18035,425,49
7/6/2020,18035,447,51
7/13/2020,18035,483,53
7/20/2020,18035,515,53
7/27/2020,18035,563,53
8/3/2020,18035,640,53
5/18/2020,18037,161,2
5/25/2020,18037,182,2
6/1/2020,18037,199,3
6/8/2020,18037,230,4
6/15/2020,18037,241,4
6/22/2020,18037,252,6
6/29/2020,18037,258,6
7/6/2020,18037,273,6
7/13/2020,18037,319,6
7/20/2020,18037,435,7
7/27/2020,18037,558,10
8/3/2020,18037,626,12
5/18/2020,18039,690,23
5/25/2020,18039,1013,28
6/1/2020,18039,1328,30
6/8/2020,18039,1767,31
6/15/2020,18039,2213,36
6/22/2020,18039,2680,41
6/29/2020,18039,3063,45
7/6/2020,18039,3386,50
7/13/2020,18039,3748,64
7/20/2020,18039,4133,68
7/27/2020,18039,4466,75
8/3/2020,18039,4687,81
5/18/2020,18041,71,4
5/25/2020,18041,99,4
6/1/2020,18041,115,7
6/8/2020,18041,124,7
6/15/2020,18041,130,7
6/22/2020,18041,133,7
6/29/2020,18041,145,7
7/6/2020,18041,150,7
7/13/2020,18041,161,7
7/20/2020,18041,172,7
7/27/2020,18041,195,7
8/3/2020,18041,223,7
5/18/2020,18043,303,39
5/25/2020,18043,315,40
6/1/2020,18043,320,41
6/8/2020,18043,330,43
6/15/2020,18043,337,44
6/22/2020,18043,347,45
6/29/2020,18043,360,46
7/6/2020,18043,383,46
7/13/2020,18043,420,46
7/20/2020,18043,494,46
7/27/2020,18043,585,46
8/3/2020,18043,697,46
5/18/2020,18045,18,2
5/25/2020,18045,18,2
6/1/2020,18045,21,2
6/8/2020,18045,23,2
6/15/2020,18045,24,2
6/22/2020,18045,24,2
6/29/2020,18045,28,2
7/6/2020,18045,32,2
7/13/2020,18045,36,2
7/20/2020,18045,43,2
7/27/2020,18045,55,2
8/3/2020,18045,63,2
5/18/2020,18047,110,8
5/25/2020,18047,112,9
6/1/2020,18047,116,9
6/8/2020,18047,124,9
6/15/2020,18047,127,9
6/22/2020,18047,128,9
6/29/2020,18047,131,9
7/6/2020,18047,132,9
7/13/2020,18047,136,9
7/20/2020,18047,155,9
7/27/2020,18047,184,9
8/3/2020,18047,235,11
5/18/2020,18049,44,1
5/25/2020,18049,47,1
6/1/2020,18049,49,1
6/8/2020,18049,51,1
6/15/2020,18049,55,1
6/22/2020,18049,62,1
6/29/2020,18049,65,1
7/6/2020,18049,72,1
7/13/2020,18049,76,1
7/20/2020,18049,91,1
7/27/2020,18049,119,1
8/3/2020,18049,147,2
5/18/2020,18051,10,0
5/25/2020,18051,14,2
6/1/2020,18051,17,2
6/8/2020,18051,20,2
6/15/2020,18051,24,2
6/22/2020,18051,27,2
6/29/2020,18051,36,2
7/6/2020,18051,81,2
7/13/2020,18051,128,2
7/20/2020,18051,160,2
7/27/2020,18051,183,2
8/3/2020,18051,201,4
5/18/2020,18053,197,20
5/25/2020,18053,230,22
6/1/2020,18053,271,25
6/8/2020,18053,303,26
6/15/2020,18053,329,27
6/22/2020,18053,354,29
6/29/2020,18053,374,29
7/6/2020,18053,402,29
7/13/2020,18053,449,29
7/20/2020,18053,572,30
7/27/2020,18053,657,32
8/3/2020,18053,734,32
5/18/2020,18055,164,24
5/25/2020,18055,171,26
6/1/2020,18055,173,28
6/8/2020,18055,179,31
6/15/2020,18055,186,32
6/22/2020,18055,189,32
6/29/2020,18055,188,34
7/6/2020,18055,194,35
7/13/2020,18055,204,35
7/20/2020,18055,212,36
7/27/2020,18055,227,37
8/3/2020,18055,244,37
5/18/2020,18057,1044,95
5/25/2020,18057,1112,97
6/1/2020,18057,1176,99
6/8/2020,18057,1223,100
6/15/2020,18057,1370,101
6/22/2020,18057,1387,102
6/29/2020,18057,1463,103
7/6/2020,18057,1589,106
7/13/2020,18057,1757,107
7/20/2020,18057,1978,107
7/27/2020,18057,2281,110
8/3/2020,18057,2542,112
5/18/2020,18059,295,24
5/25/2020,18059,323,28
6/1/2020,18059,344,28
6/8/2020,18059,370,28
6/15/2020,18059,390,30
6/22/2020,18059,397,34
6/29/2020,18059,418,36
7/6/2020,18059,455,36
7/13/2020,18059,479,37
7/20/2020,18059,516,37
7/27/2020,18059,586,38
8/3/2020,18059,629,38
5/18/2020,18061,174,17
5/25/2020,18061,186,22
6/1/2020,18061,196,24
6/8/2020,18061,199,24
6/15/2020,18061,200,24
6/22/2020,18061,202,24
6/29/2020,18061,208,24
7/6/2020,18061,220,24
7/13/2020,18061,220,24
7/20/2020,18061,235,24
7/27/2020,18061,254,24
8/3/2020,18061,296,24
5/18/2020,18063,1057,74
5/25/2020,18063,1143,80
6/1/2020,18063,1192,85
6/8/2020,18063,1240,93
6/15/2020,18063,1298,106
6/22/2020,18063,1344,110
6/29/2020,18063,1385,115
7/6/2020,18063,1434,116
7/13/2020,18063,1494,116
7/20/2020,18063,1584,119
7/27/2020,18063,1684,121
8/3/2020,18063,1774,121
5/18/2020,18065,131,3
5/25/2020,18065,162,7
6/1/2020,18065,188,11
6/8/2020,18065,193,12
6/15/2020,18065,208,14
6/22/2020,18065,215,15
6/29/2020,18065,237,15
7/6/2020,18065,279,15
7/13/2020,18065,309,18
7/20/2020,18065,329,18
7/27/2020,18065,350,18
8/3/2020,18065,367,18
5/18/2020,18067,299,13
5/25/2020,18067,359,19
6/1/2020,18067,419,30
6/8/2020,18067,450,40
6/15/2020,18067,477,48
6/22/2020,18067,505,52
6/29/2020,18067,543,58
7/6/2020,18067,582,60
7/13/2020,18067,615,61
7/20/2020,18067,679,62
7/27/2020,18067,758,66
8/3/2020,18067,817,68
5/18/2020,18069,21,2
5/25/2020,18069,26,2
6/1/2020,18069,28,2
6/8/2020,18069,44,2
6/15/2020,18069,52,2
6/22/2020,18069,61,2
6/29/2020,18069,70,2
7/6/2020,18069,81,2
7/13/2020,18069,95,2
7/20/2020,18069,111,2
7/27/2020,18069,117,3
8/3/2020,18069,119,3
5/18/2020,18071,335,2
5/25/2020,18071,365,2
6/1/2020,18071,396,2
6/8/2020,18071,408,3
6/15/2020,18071,423,3
6/22/2020,18071,434,4
6/29/2020,18071,455,4
7/6/2020,18071,476,4
7/13/2020,18071,483,4
7/20/2020,18071,510,4
7/27/2020,18071,530,5
8/3/2020,18071,556,5
5/18/2020,18073,44,1
5/25/2020,18073,57,1
6/1/2020,18073,69,1
6/8/2020,18073,77,1
6/15/2020,18073,85,1
6/22/2020,18073,93,2
6/29/2020,18073,108,2
7/6/2020,18073,122,2
7/13/2020,18073,137,2
7/20/2020,18073,160,2
7/27/2020,18073,189,2
8/3/2020,18073,209,2
5/18/2020,18075,33,0
5/25/2020,18075,45,0
6/1/2020,18075,55,0
6/8/2020,18075,61,0
6/15/2020,18075,64,0
6/22/2020,18075,68,0
6/29/2020,18075,71,0
7/6/2020,18075,73,0
7/13/2020,18075,77,0
7/20/2020,18075,78,0
7/27/2020,18075,80,0
8/3/2020,18075,87,0
5/18/2020,18077,40,1
5/25/2020,18077,42,1
6/1/2020,18077,46,1
6/8/2020,18077,52,1
6/15/2020,18077,54,1
6/22/2020,18077,57,1
6/29/2020,18077,64,1
7/6/2020,18077,73,2
7/13/2020,18077,88,2
7/20/2020,18077,126,2
7/27/2020,18077,144,2
8/3/2020,18077,150,2
5/18/2020,18079,118,6
5/25/2020,18079,129,6
6/1/2020,18079,132,6
6/8/2020,18079,135,6
6/15/2020,18079,144,6
6/22/2020,18079,165,11
6/29/2020,18079,172,11
7/6/2020,18079,178,13
7/13/2020,18079,181,14
7/20/2020,18079,189,14
7/27/2020,18079,196,14
8/3/2020,18079,212,14
5/18/2020,18081,1026,99
5/25/2020,18081,1107,109
6/1/2020,18081,1142,115
6/8/2020,18081,1166,122
6/15/2020,18081,1200,122
6/22/2020,18081,1228,125
6/29/2020,18081,1259,125
7/6/2020,18081,1317,126
7/13/2020,18081,1381,126
7/20/2020,18081,1476,126
7/27/2020,18081,1587,126
8/3/2020,18081,1686,126
5/18/2020,18083,23,0
5/25/2020,18083,25,0
6/1/2020,18083,29,0
6/8/2020,18083,34,0
6/15/2020,18083,36,0
6/22/2020,18083,47,0
6/29/2020,18083,60,0
7/6/2020,18083,65,0
7/13/2020,18083,72,0
7/20/2020,18083,88,0
7/27/2020,18083,108,0
8/3/2020,18083,132,0
5/18/2020,18085,59,2
5/25/2020,18085,88,2
6/1/2020,18085,152,2
6/8/2020,18085,234,3
6/15/2020,18085,313,3
6/22/2020,18085,394,3
6/29/2020,18085,481,3
7/6/2020,18085,554,5
7/13/2020,18085,589,5
7/20/2020,18085,698,9
7/27/2020,18085,785,12
8/3/2020,18085,838,13
5/18/2020,18087,51,2
5/25/2020,18087,61,2
6/1/2020,18087,85,2
6/8/2020,18087,172,2
6/15/2020,18087,278,2
6/22/2020,18087,398,6
6/29/2020,18087,451,6
7/6/2020,18087,472,9
7/13/2020,18087,489,10
7/20/2020,18087,501,10
7/27/2020,18087,526,10
8/3/2020,18087,544,10
5/18/2020,18089,2914,150
5/25/2020,18089,3328,179
6/1/2020,18089,3673,204
6/8/2020,18089,3994,230
6/15/2020,18089,4207,245
6/22/2020,18089,4473,250
6/29/2020,18089,4818,255
7/6/2020,18089,5219,258
7/13/2020,18089,5716,265
7/20/2020,18089,6262,270
7/27/2020,18089,6769,281
8/3/2020,18089,7144,287
5/18/2020,18091,360,16
5/25/2020,18091,409,21
6/1/2020,18091,439,24
6/8/2020,18091,461,24
6/15/2020,18091,471,24
6/22/2020,18091,491,25
6/29/2020,18091,524,25
7/6/2020,18091,582,26
7/13/2020,18091,631,28
7/20/2020,18091,697,28
7/27/2020,18091,762,29
8/3/2020,18091,842,29
5/18/2020,18093,140,22
5/25/2020,18093,144,23
6/1/2020,18093,166,25
6/8/2020,18093,173,25
6/15/2020,18093,183,25
6/22/2020,18093,197,25
6/29/2020,18093,219,25
7/6/2020,18093,247,26
7/13/2020,18093,254,26
7/20/2020,18093,279,27
7/27/2020,18093,298,28
8/3/2020,18093,329,28
5/18/2020,18095,560,66
5/25/2020,18095,591,67
6/1/2020,18095,602,68
6/8/2020,18095,615,71
6/15/2020,18095,624,71
6/22/2020,18095,631,73
6/29/2020,18095,652,73
7/6/2020,18095,670,74
7/13/2020,18095,692,74
7/20/2020,18095,727,74
7/27/2020,18095,781,75
8/3/2020,18095,862,76
5/18/2020,18097,8495,515
5/25/2020,18097,9287,571
6/1/2020,18097,10005,620
6/8/2020,18097,10471,669
6/15/2020,18097,10905,697
6/22/2020,18097,11083,715
6/29/2020,18097,11401,724
7/6/2020,18097,11814,731
7/13/2020,18097,12243,739
7/20/2020,18097,12976,752
7/27/2020,18097,13953,760
8/3/2020,18097,15007,767
5/18/2020,18099,42,1
5/25/2020,18099,64,1
6/1/2020,18099,111,2
6/8/2020,18099,227,2
6/15/2020,18099,305,3
6/22/2020,18099,365,3
6/29/2020,18099,407,3
7/6/2020,18099,490,4
7/13/2020,18099,570,11
7/20/2020,18099,663,13
7/27/2020,18099,712,19
8/3/2020,18099,742,22
5/18/2020,18101,8,0
5/25/2020,18101,9,0
6/1/2020,18101,11,0
6/8/2020,18101,15,0
6/15/2020,18101,16,0
6/22/2020,18101,21,0
6/29/2020,18101,24,0
7/6/2020,18101,22,0
7/13/2020,18101,26,0
7/20/2020,18101,35,0
7/27/2020,18101,39,0
8/3/2020,18101,42,0
5/18/2020,18103,131,1
5/25/2020,18103,141,1
6/1/2020,18103,142,1
6/8/2020,18103,154,1
6/15/2020,18103,173,1
6/22/2020,18103,180,2
6/29/2020,18103,183,2
7/6/2020,18103,187,2
7/13/2020,18103,197,2
7/20/2020,18103,212,2
7/27/2020,18103,239,2
8/3/2020,18103,261,2
5/18/2020,18105,149,9
5/25/2020,18105,160,10
6/1/2020,18105,166,12
6/8/2020,18105,178,17
6/15/2020,18105,190,20
6/22/2020,18105,211,28
6/29/2020,18105,239,30
7/6/2020,18105,302,30
7/13/2020,18105,363,30
7/20/2020,18105,486,30
7/27/2020,18105,606,32
8/3/2020,18105,690,33
5/18/2020,18107,174,13
5/25/2020,18107,228,17
6/1/2020,18107,247,18
6/8/2020,18107,256,19
6/15/2020,18107,268,20
6/22/2020,18107,275,20
6/29/2020,18107,286,21
7/6/2020,18107,296,21
7/13/2020,18107,299,21
7/20/2020,18107,308,21
7/27/2020,18107,321,22
8/3/2020,18107,345,22
5/18/2020,18109,254,21
5/25/2020,18109,269,26
6/1/2020,18109,289,26
6/8/2020,18109,300,30
6/15/2020,18109,308,31
6/22/2020,18109,314,32
6/29/2020,18109,326,34
7/6/2020,18109,340,34
7/13/2020,18109,355,34
7/20/2020,18109,381,34
7/27/2020,18109,405,34
8/3/2020,18109,437,35
5/18/2020,18111,72,10
5/25/2020,18111,75,11
6/1/2020,18111,79,11
6/8/2020,18111,82,11
6/15/2020,18111,89,11
6/22/2020,18111,90,11
6/29/2020,18111,94,11
7/6/2020,18111,99,11
7/13/2020,18111,102,11
7/20/2020,18111,102,11
7/27/2020,18111,106,11
8/3/2020,18111,111,11
5/18/2020,18113,153,21
5/25/2020,18113,187,21
6/1/2020,18113,239,22
6/8/2020,18113,301,23
6/15/2020,18113,339,28
6/22/2020,18113,376,28
6/29/2020,18113,434,29
7/6/2020,18113,486,29
7/13/2020,18113,528,29
7/20/2020,18113,570,29
7/27/2020,18113,606,29
8/3/2020,18113,641,29
5/18/2020,18115,13,0
5/25/2020,18115,13,0
6/1/2020,18115,13,0
6/8/2020,18115,13,0
6/15/2020,18115,13,0
6/22/2020,18115,13,0
6/29/2020,18115,14,0
7/6/2020,18115,17,0
7/13/2020,18115,23,0
7/20/2020,18115,32,2
7/27/2020,18115,36,3
8/3/2020,18115,51,4
5/18/2020,18117,124,21
5/25/2020,18117,126,24
6/1/2020,18117,132,24
6/8/2020,18117,134,25
6/15/2020,18117,134,25
6/22/2020,18117,134,25
6/29/2020,18117,135,25
7/6/2020,18117,138,25
7/13/2020,18117,140,25
7/20/2020,18117,151,26
7/27/2020,18117,160,26
8/3/2020,18117,166,26
5/18/2020,18119,27,1
5/25/2020,18119,31,1
6/1/2020,18119,35,1
6/8/2020,18119,36,1
6/15/2020,18119,37,1
6/22/2020,18119,40,1
6/29/2020,18119,43,1
7/6/2020,18119,49,1
7/13/2020,18119,53,1
7/20/2020,18119,56,1
7/27/2020,18119,70,1
8/3/2020,18119,78,1
5/18/2020,18121,21,0
5/25/2020,18121,21,0
6/1/2020,18121,22,0
6/8/2020,18121,23,0
6/15/2020,18121,25,0
6/22/2020,18121,25,0
6/29/2020,18121,27,0
7/6/2020,18121,28,0
7/13/2020,18121,33,0
7/20/2020,18121,37,0
7/27/2020,18121,43,0
8/3/2020,18121,50,1
5/18/2020,18123,29,1
5/25/2020,18123,38,1
6/1/2020,18123,44,1
6/8/2020,18123,55,2
6/15/2020,18123,103,2
6/22/2020,18123,118,4
6/29/2020,18123,130,8
7/6/2020,18123,140,10
7/13/2020,18123,162,11
7/20/2020,18123,171,13
7/27/2020,18123,174,13
8/3/2020,18123,183,13
5/18/2020,18125,5,0
5/25/2020,18125,6,0
6/1/2020,18125,6,0
6/8/2020,18125,6,0
6/15/2020,18125,6,0
6/22/2020,18125,6,0
6/29/2020,18125,6,0
7/6/2020,18125,11,0
7/13/2020,18125,12,0
7/20/2020,18125,20,0
7/27/2020,18125,26,0
8/3/2020,18125,46,0
5/18/2020,18127,412,13
5/25/2020,18127,494,22
6/1/2020,18127,552,30
6/8/2020,18127,583,35
6/15/2020,18127,598,36
6/22/2020,18127,630,38
6/29/2020,18127,684,38
7/6/2020,18127,740,39
7/13/2020,18127,857,40
7/20/2020,18127,929,40
7/27/2020,18127,1068,40
8/3/2020,18127,1205,41
5/18/2020,18129,16,0
5/25/2020,18129,17,0
6/1/2020,18129,16,0
6/8/2020,18129,16,0
6/15/2020,18129,19,0
6/22/2020,18129,26,0
6/29/2020,18129,30,0
7/6/2020,18129,42,0
7/13/2020,18129,64,0
7/20/2020,18129,111,0
7/27/2020,18129,145,0
8/3/2020,18129,158,0
5/18/2020,18131,35,0
5/25/2020,18131,39,0
6/1/2020,18131,46,0
6/8/2020,18131,51,1
6/15/2020,18131,54,1
6/22/2020,18131,55,1
6/29/2020,18131,56,1
7/6/2020,18131,67,1
7/13/2020,18131,67,1
7/20/2020,18131,70,1
7/27/2020,18131,71,1
8/3/2020,18131,74,1
5/18/2020,18133,125,5
5/25/2020,18133,138,7
6/1/2020,18133,142,7
6/8/2020,18133,149,7
6/15/2020,18133,161,8
6/22/2020,18133,164,8
6/29/2020,18133,169,8
7/6/2020,18133,174,8
7/13/2020,18133,179,8
7/20/2020,18133,199,8
7/27/2020,18133,213,8
8/3/2020,18133,227,8
5/18/2020,18135,50,3
5/25/2020,18135,61,3
6/1/2020,18135,71,3
6/8/2020,18135,77,3
6/15/2020,18135,93,3
6/22/2020,18135,97,3
6/29/2020,18135,100,4
7/6/2020,18135,104,4
7/13/2020,18135,107,4
7/20/2020,18135,109,4
7/27/2020,18135,121,4
8/3/2020,18135,133,4
5/18/2020,18137,108,6
5/25/2020,18137,112,6
6/1/2020,18137,109,6
6/8/2020,18137,109,6
6/15/2020,18137,109,6
6/22/2020,18137,112,7
6/29/2020,18137,112,7
7/6/2020,18137,117,7
7/13/2020,18137,135,7
7/20/2020,18137,157,7
7/27/2020,18137,177,7
8/3/2020,18137,188,7
5/18/2020,18139,55,2
5/25/2020,18139,59,2
6/1/2020,18139,62,2
6/8/2020,18139,65,3
6/15/2020,18139,68,3
6/22/2020,18139,72,3
6/29/2020,18139,77,3
7/6/2020,18139,82,3
7/13/2020,18139,87,3
7/20/2020,18139,99,3
7/27/2020,18139,105,4
8/3/2020,18139,112,4
5/18/2020,18141,992,33
5/25/2020,18141,1179,39
6/1/2020,18141,1295,39
6/8/2020,18141,1428,47
6/15/2020,18141,1561,55
6/22/2020,18141,1687,62
6/29/2020,18141,1829,70
7/6/2020,18141,1974,71
7/13/2020,18141,2221,74
7/20/2020,18141,2535,79
7/27/2020,18141,2841,81
8/3/2020,18141,3165,84
5/18/2020,18143,98,2
5/25/2020,18143,119,3
6/1/2020,18143,121,3
6/8/2020,18143,130,3
6/15/2020,18143,145,3
6/22/2020,18143,151,7
6/29/2020,18143,157,7
7/6/2020,18143,166,8
7/13/2020,18143,169,10
7/20/2020,18143,202,10
7/27/2020,18143,227,11
8/3/2020,18143,254,11
5/18/2020,18145,403,28
5/25/2020,18145,460,29
6/1/2020,18145,541,30
6/8/2020,18145,584,30
6/15/2020,18145,599,30
6/22/2020,18145,617,32
6/29/2020,18145,632,32
7/6/2020,18145,654,32
7/13/2020,18145,701,32
7/20/2020,18145,741,32
7/27/2020,18145,773,32
8/3/2020,18145,829,34
5/18/2020,18147,15,1
5/25/2020,18147,19,1
6/1/2020,18147,23,1
6/8/2020,18147,25,1
6/15/2020,18147,26,1
6/22/2020,18147,28,1
6/29/2020,18147,33,1
7/6/2020,18147,41,1
7/13/2020,18147,62,1
7/20/2020,18147,94,1
7/27/2020,18147,107,1
8/3/2020,18147,117,3
5/18/2020,18149,29,2
5/25/2020,18149,32,3
6/1/2020,18149,40,3
6/8/2020,18149,47,3
6/15/2020,18149,53,3
6/22/2020,18149,62,4
6/29/2020,18149,69,4
7/6/2020,18149,95,4
7/13/2020,18149,111,4
7/20/2020,18149,140,5
7/27/2020,18149,153,5
8/3/2020,18149,167,8
5/18/2020,18151,67,2
5/25/2020,18151,79,2
6/1/2020,18151,84,2
6/8/2020,18151,95,2
6/15/2020,18151,105,2
6/22/2020,18151,110,2
6/29/2020,18151,121,2
7/6/2020,18151,129,2
7/13/2020,18151,140,2
7/20/2020,18151,154,3
7/27/2020,18151,186,3
8/3/2020,18151,200,3
5/18/2020,18153,28,0
5/25/2020,18153,32,1
6/1/2020,18153,36,1
6/8/2020,18153,40,1
6/15/2020,18153,42,1
6/22/2020,18153,42,1
6/29/2020,18153,47,1
7/6/2020,18153,47,1
7/13/2020,18153,53,1
7/20/2020,18153,67,1
7/27/2020,18153,69,1
8/3/2020,18153,80,1
5/18/2020,18155,18,0
5/25/2020,18155,20,0
6/1/2020,18155,21,0
6/8/2020,18155,22,0
6/15/2020,18155,24,0
6/22/2020,18155,24,0
6/29/2020,18155,25,0
7/6/2020,18155,29,0
7/13/2020,18155,34,0
7/20/2020,18155,38,0
7/27/2020,18155,40,0
8/3/2020,18155,45,0
5/18/2020,18157,308,2
5/25/2020,18157,375,3
6/1/2020,18157,416,3
6/8/2020,18157,458,5
6/15/2020,18157,493,5
6/22/2020,18157,542,8
6/29/2020,18157,627,9
7/6/2020,18157,729,9
7/13/2020,18157,788,10
7/20/2020,18157,889,11
7/27/2020,18157,982,12
8/3/2020,18157,1106,12
5/18/2020,18159,21,1
5/25/2020,18159,22,1
6/1/2020,18159,26,2
6/8/2020,18159,27,2
6/15/2020,18159,29,2
6/22/2020,18159,29,2
6/29/2020,18159,31,2
7/6/2020,18159,33,2
7/13/2020,18159,34,2
7/20/2020,18159,49,3
7/27/2020,18159,84,3
8/3/2020,18159,109,6
5/18/2020,18161,20,0
5/25/2020,18161,21,0
6/1/2020,18161,22,0
6/8/2020,18161,26,0
6/15/2020,18161,26,0
6/22/2020,18161,27,0
6/29/2020,18161,29,0
7/6/2020,18161,29,0
7/13/2020,18161,32,0
7/20/2020,18161,36,0
7/27/2020,18161,46,0
8/3/2020,18161,54,0
5/18/2020,18163,222,2
5/25/2020,18163,251,2
6/1/2020,18163,285,2
6/8/2020,18163,306,4
6/15/2020,18163,333,5
6/22/2020,18163,346,6
6/29/2020,18163,410,6
7/6/2020,18163,551,6
7/13/2020,18163,804,6
7/20/2020,18163,1156,6
7/27/2020,18163,1461,7
8/3/2020,18163,1729,12
5/18/2020,18165,8,0
5/25/2020,18165,10,0
6/1/2020,18165,11,0
6/8/2020,18165,11,0
6/15/2020,18165,12,0
6/22/2020,18165,14,0
6/29/2020,18165,14,0
7/6/2020,18165,15,0
7/13/2020,18165,21,0
7/20/2020,18165,21,0
7/27/2020,18165,23,0
8/3/2020,18165,39,0
5/18/2020,18167,119,7
5/25/2020,18167,148,8
6/1/2020,18167,170,9
6/8/2020,18167,197,9
6/15/2020,18167,201,9
6/22/2020,18167,213,9
6/29/2020,18167,221,9
7/6/2020,18167,236,9
7/13/2020,18167,262,9
7/20/2020,18167,302,10
7/27/2020,18167,376,10
8/3/2020,18167,477,11
5/18/2020,18169,71,2
5/25/2020,18169,72,2
6/1/2020,18169,79,2
6/8/2020,18169,84,2
6/15/2020,18169,89,2
6/22/2020,18169,97,2
6/29/2020,18169,108,2
7/6/2020,18169,114,2
7/13/2020,18169,122,3
7/20/2020,18169,132,3
7/27/2020,18169,148,3
8/3/2020,18169,165,3
5/18/2020,18171,13,1
5/25/2020,18171,13,1
6/1/2020,18171,13,1
6/8/2020,18171,14,1
6/15/2020,18171,15,1
6/22/2020,18171,15,1
6/29/2020,18171,15,1
7/6/2020,18171,15,1
7/13/2020,18171,16,1
7/20/2020,18171,17,1
7/27/2020,18171,20,1
8/3/2020,18171,20,1
5/18/2020,18173,152,25
